"Link","Unique ","Secondary Unique","Classification","Main website link","Location","Viable Employment","Zip Code","Jobs listed on site","Description"
"http://bronxriver.org/?pg=content&p=aboutus&m1=6","Bronx River Alliance","","Non Profit Organization","bronxriver.org","Bronx","1","10462","Yes",""
"http://www.bronxriverdata.org/puma/images/usersubmitted/repository/Appendix_L.pdf","Bronx River Alliance Digital Resources","","Blog/Database/Directory/Information/Listings","bronxriverdata.org","Bronx","1","10462","",""
"http://www.bronxriverart.org/education-workshops.cfm","Bronx River Art Center","","Non Profit Organization","bronxriverart.org","Bronx","1","10460","",""
"http://bronxscahn.org/pediatricprogram/","Bronx Sickle Cell Anemia Hemoglobinopathy Network","","Non Profit Organization","bronxscahn.org","Bronx","1","NA","",""
"http://www.bronxyouth.org/byap-coallition/byap-coallitioncoalition-member-organizations","Bronx Youth as Partners (B.Y.A.P.) Coalition","","Non Profit Organization","bronxyouth.org","Bronx","1","NA","",""
"http://www.bronxcare.org/","Bronx-Lebanon Hospital Center","","Health Care/Health System/Hospital","bronxcare.org","Bronx","1","10457","Yes",""
"http://blhcpediatrics.org/node/35","Bronx-Lebanon Hospital Center - Pediatrics","","Health Care/Health System/Hospital","blhcpediatrics.org","Bronx","1","10457","",""
"http://www.bronxworks.org/health-home","BronxWorks","","Non Profit Organization","bronxworks.org","Bronx","1","10453","Yes",""
"http://centershealthcare.com/bronx_center/","Centers Health Care","","Health Care/Health System/Hospital","centershealthcare.com","Bronx","1","10470","Yes",""
"http://www.chslawandsocialjustice.org/","Charter High School","","Non Profit Organization","chslawandsocialjustice.org","Bronx","1","10453","Yes",""
"http://bronxboropres.nyc.gov/health.html","City of New York","Bronx Borough President","Government Agency","nyc.gov","Bronx","1","10451","",""
"http://www.nyc.gov/html/bxcb4/downloads/pdf/cbo_list.pdf","City of New York","Community Board No. 4 Bronx","Government Agency","nyc.gov","Bronx","1","10457","",""
"http://www.nyc.gov/html/bxcb11/html/resources/community.shtml","City of New York","Community Board No. 11 Bronx","Government Agency","nyc.gov","Bronx","1","10469","",""
"http://www.bcc.cuny.edu/About-BCC/?p=Consumer-Information","City University of New York","Bronx Community College","Academic Institution","cuny.edu","Bronx","1","10453","",""
"http://www.lehman.cuny.edu/deannss/geography/publications/Maantay_Health_and_Place.pdf","City University of New York","Lehman College","Academic Institution","cuny.edu","Bronx","1","10468","",""
"http://www.cssjbronx.org/","Community School for Social Justice","","Non Profit Organization","cssjbronx.org","Bronx","1","10451","",""
"http://dreamyard.com/the-bronx-is-making/","DreamYard Project","","Non Profit Organization","dreamyard.com","Bronx","1","10456","Yes",""
"http://www.eastchesterrehab.com/","Eastchester Rehabilitation and Health Care Center","","Health Care/Health System/Hospital","eastchesterrehab.com","Bronx","1","10469","Yes",""
"http://www.fountainhousebx.org/bx/resources","Fountain House Bronx","","Non Profit Organization","fountainhousebx.org","Bronx","1","10451","",""
"https://www.healthpeople.org/","Health People","","Non Profit Organization","healthpeople.org","Bronx","1","10455","",""
"https://manhattan.edu/academics/community-based-learning","Manhattan College","","Academic Institution","manhattan.edu","Bronx","1","10471","",""
"http://www.montefiore.org/community","Montefiore Medical Center ","","Health Care/Health System/Hospital","montefiore.org","Bronx","1","10467","Yes",""
"http://www.mhhc.org/","Morris Heights Health Center","","Health Care/Health System/Hospital","mhhc.org","Bronx","1","10453","",""
"http://www.nybg.org/science-new/about/","New York Botanical Garden","","Non Profit Organization","nybg.org","Bronx","1","10458","",""
"http://www.nebxassn.com/","Northeast Bronx Association Inc.","","Non Profit Organization","nebxassn.com","Bronx","1","10469","",""
"http://www.oneworldonehealth.org/","One World, One Health","","Non Profit Organization","oneworldonehealth.org","Bronx","1","10460","",""
"http://www.oidinc.org/","Organization for International Development, Inc.","","Non Profit Organization","oidinc.org","Bronx","1","10466","",""
"http://phinational.org/","PHI","","Business","phinational.org","Bronx","1","10458","",""
"http://thepoint.org/environmental_justice_partners.php","Point CDC","","Non Profit Organization","thepoint.org","Bronx","1","10474","",""
"http://www.rockingtheboat.org/about/collaborators/","Rocking the Boat","","Non Profit Organization","rockingtheboat.org","Bronx","1","10474","",""
"http://www.sbhny.org/index.php/community_outreach/community-service-activities","SBH Health System","","Health Care/Health System/Hospital","sbhny.org","Bronx","1","10457","Yes",""
"http://www.southbronxunited.org/partnerships","South Bronx United","","Non Profit Organization","southbronxunited.org","Bronx","1","10451","",""
"http://www.ssbx.org/","Sustainable South Bronx","","Non Profit Organization","ssbx.org","Bronx","1","10453","",""
"http://www.uchcbronx.org/","Union Community Health Center","","Health Care/Health System/Hospital","uchcbronx.org","Bronx","1","10458","",""
"http://www.urbanhealthplan.org/content/boricua-community-health-center","Urban Health Plan","","Health Care/Health System/Hospital","urbanhealthplan.org","Bronx","1","10459","",""
"http://www.bronx.va.gov/","US Department of Veteran Affairs","James J. Peters VA Medical Center ","Health Care/Health System/Hospital","va.gov","Bronx","1","10468","Yes",""
"http://wearethebronx.org/aboutus/","We are the Bronx Fellowship","","Non Profit Organization","wearethebronx.org","Bronx","1","NA","",""
"https://careers-einstein.icims.com/jobs/search?ss=1&mobile=false&width=950&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240","Yeshiva University","Einstein Medical College","Academic Institution","icims.com","Bronx","1","10461","",""
"https://www.monroecollege.edu/Allied-Health-Course-Catalog/","Monroe College","","Academic Institution","monroecollege.edu","Bronx (Primary) and NY State (Secondary)","1","10468","",""
"http://www.osborneny.org/","Osborne Association","","Non Profit Organization","osborneny.org","Bronx (Primary) and NY State (Secondary)","1","10455","",""
"http://rmha.org/about-rmha/","Riverdale Mental Health Association","","Health Care/Health System/Hospital","rmha.org","Bronx (Primary) and NY State (Secondary)","1","10471","",""
"http://sco.org/programs/strong-families-strong-communities/","SCO Family of Services","","Non Profit Organization","sco.org","Bronx (Primary) and NY State (Secondary)","1","10456","Yes",""
"http://www.centerlight.org/services/category/rehabilitation/by_services","CenterLight Health System","","Health Care/Health System/Hospital","centerlight.org","Bronx (Primary) and NYC (Secondary)","1","10461","Yes",""
"http://www.mchcnyc.org/?page_id=72","Metro Community Health Centers","","Health Care/Health System/Hospital","mchcnyc.org","Bronx (Primary) and NYC (Secondary)","1","10460","",""
"http://www.mhaofnyc.org/","MHA-NYC","","Non Profit Organization","mhaofnyc.org","Bronx (Primary) and NYC (Secondary)","1","10004","",""
"http://www.nychealthandhospitals.org/bellevue/html/home/home.shtml","NYC Health + Hospitals","","Health Care/Health System/Hospital","nychealthandhospitals.org","Bronx (Primary) and NYC (Secondary)","1","10461","",""
"http://b.3cdn.net/peoples/177e911684aac5cbfe_um6yrogp.pptx","Bronx Cooperative Development Initiative","","Non Profit Organization","X","Bronx (Primary) and Out of State (Secondary)","1","02139","",""
"http://newsroom.wcs.org/News-Releases/articleType/ArticleView/articleId/5973/WCS-Bronx-Zoo-Holds-Groundbreaking-for-Two-New-Facilities.aspx","Wildlife Conservation Society","","Non Profit Organization","wcs.org","Bronx (Primary) and Out of State (Secondary)","1","10460","Yes",""
"http://www.amphsonline.org/","Academy of Medical & Public Health Services","","Non Profit Organization","amphsonline.org","Brooklyn","1","11220","",""
"http://www.arabamericanny.org/","Arab American Association of New York","","Non Profit Organization","arabamericanny.org","Brooklyn","1","11209","",""
"http://www.arthurasheinstitute.org/arthurashe/partnership/the_brooklyn_health_disparities/","Arthur Ashe Institute for Urban Health","","Non Profit Organization","arthurasheinstitute.org","Brooklyn","1","11203","",""
"https://brooklyn.bibliocommons.com/search?q=Non-governmental+Organizations+--+Iraq&t=subject","Bibliocommons","Brooklyn Public Library","Non Profit Organization","bibliocommons.com","Brooklyn","1","11222","Yes",""
"http://bknation.org/2014/03/list-women-girls-organizations-nyc-womenshistorymonth/","BK Nation","","Non Profit Organization","bknation.org","Brooklyn","1","11201","",""
"http://parkslopestoop.com/where-to-volunteer-in-brooklyn/","BKLYNER","","Media/News","parkslopestoop.com","Brooklyn","3","NA","",""
"http://www.bvsj.org/","Black Veterans for Social Justice","","Non Profit Organization","bvsj.org","Brooklyn","1","11206","",""
"http://www.brookdalehospital.org/home.html","Brookdale University Hospital and Medical Center","","Health Care/Health System/Hospital","brookdalehospital.org","Brooklyn","1","11212","",""
"http://www.brooklynartscouncil.org/directory","Brooklyn Arts Council","","Non Profit Organization","brooklynartscouncil.org","Brooklyn","1","11201","",""
"http://www.brooklyncb11.org/resources/community-based-organizations/","Brooklyn Community Board 11","","Government Agency","brooklyncb11.org","Brooklyn","1","11214","",""
"http://www.brooklyncb16.org/directory/?a=list","Brooklyn Community Board 16","","Government Agency","brooklyncb16.org","Brooklyn","1","11212","",""
"http://www.brooklyncb8.org/community-orgs.php","Brooklyn Community Board 8","","Government Agency","brooklyncb8.org","Brooklyn","1","11213","",""
"http://www.brooklyncommunityfoundation.org/","Brooklyn Community Foundation","","Non Profit Organization","brooklyncommunityfoundation.org","Brooklyn","1","11238","",""
"http://www.lgbtbrooklyn.org/resources","Brooklyn Community Pride Center","","Non Profit Organization","lgbtbrooklyn.org","Brooklyn","1","11201","",""
"http://www.wearebcs.org/bcs/?","Brooklyn Community Services","","Non Profit Organization","wearebcs.org","Brooklyn","1","11217","",""
"http://bds.org/","Brooklyn Defender Services","","Non Profit Organization","bds.org","Brooklyn","1","11201","",""
"http://www.brooklynfreeschool.org/institute/","Brooklyn Free School","","Non Profit Organization","brooklynfreeschool.org","Brooklyn","1","11238","",""
"https://brooklynhealth.org/members.php","Brooklyn Health","","Other","brooklynhealth.org","Brooklyn","3","NA","",""
"http://www.bhdc.nyc/about-us.html","Brooklyn Health Disparities Center","","Non Profit Organization","bhdc.nyc","Brooklyn","1","11203","",""
"http://www.tbh.org/community-affairs","Brooklyn Hospital Center","","Health Care/Health System/Hospital","tbh.org","Brooklyn","1","11201","Yes",""
"https://thebrooklyninstitute.com/courses-2/","Brooklyn Institute for Social Research","","Academic Institution","thebrooklyninstitute.com","Brooklyn","1","10018","",""
"https://www.brooklaw.edu/~/media/1342D4BB590E4FADA870ED06A80B1A5C.pdf","Brooklyn Law School","","Academic Institution","brooklaw.edu","Brooklyn","1","11201","",""
"http://brooklynmovementcenter.org/social-justice/","Brooklyn Movement Center","","Non Profit Organization","brooklynmovementcenter.org","Brooklyn","1","11233","",""
"http://www.brooklynplaza.org/about","Brooklyn Plaza Medical Center","","Health Care/Health System/Hospital","brooklynplaza.org","Brooklyn","1","11205","Yes",""
"http://www.bvilleyouthassociation.org/bya/about/","Brownsville Youth Association","","Non Profit Organization","bvilleyouthassociation.org","Brooklyn","1","11212","",""
"http://www.cwha.org/","Caribbean Women's Health Association","","Non Profit Organization","cwha.org","Brooklyn","1","11203","",""
"http://www.clsj.org/","Center for Law and Social Justice","","Non Profit Organization","clsj.org","Brooklyn","1","11225","",""
"http://welcometocup.org/Resources","Center for Urban Pedagogy","","Non Profit Organization","welcometocup.org","Brooklyn","1","11215","",""
"http://www.nyc.gov/html/bkncb4/html/resources/organizations.shtml","City of New York","Community Board No. 4 Brooklyn","Government Agency","nyc.gov","Brooklyn","1","11207","",""
"http://www.citytech.cuny.edu/academics/continuinged/academy/","City University of New York","New York City College of Technology","Academic Institution","cuny.edu","Brooklyn","1","11201","",""
"http://www.brooklyn.cuny.edu/courses/acad/courses_list.jsp?div=U&disc=HNSC.","City University of New York","Brooklyn College","Academic Institution","cuny.edu","Brooklyn","1","11210","",""
"http://www.divasforsocialjustice.org/","DIVAS for Social Justice","","Non Profit Organization","divasforsocialjustice.org","Brooklyn","1","11213","",""
"http://www.elpuente.us/content/social-justice-forum-brooklyn-museum","El Puente","","Non Profit Organization","elpuente.us","Brooklyn","1","11211","",""
"http://www.fiaobrooklyn.org/","Federation of Italian-American Organizations - Brooklyn","","Non Profit Organization","fiaobrooklyn.org","Brooklyn","1","11204","",""
"http://www.globalhealthvisions.com/","Global Health Visions","","Business","globalhealthvisions.com","Brooklyn","1","11211","",""
"https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fdistrict22brooklyn%2Fcommunity-based-organizations-cbo-s&followup=https%3A%2F%2Fsites.google.com%2Fsite%2Fdistrict22brooklyn%2Fcommunity-based-organizations-cbo-s&service=jotspot&passive=true&ul=1","Google","Community School District 22   Website for Families and the Community","Blog/Database/Directory/Information/Listings","google.com","Brooklyn","1","11234","",""
"http://www.graham-windham.org/get-help/for-families-needing-services/community-mental-health-services/","Graham Windham","","Non Profit Organization","graham-windham.org","Brooklyn","1","11201","Yes",""
"http://www.healthgap.org/","Health Gap Global Access Project, Inc.","","Non Profit Organization","healthgap.org","Brooklyn","1","11215","",""
"http://www.thmc.org/links_resources.html","Holocaust Memorial Committee","","Non Profit Organization","thmc.org","Brooklyn","1","11235","",""
"http://www.housingworks.org/heal/behavioral-health/","Housing Works","","Non Profit Organization","housingworks.org","Brooklyn","1","11201","Yes",""
"http://www.humanimpactsinstitute.org/#!Exploring-Environmental-Health-and-Consumerism-and-Giving-Back-to-Brooklyn/c23t0/0AF83248-F6F3-4A69-BBD3-A80A783D52BF","Human Impacts Institute","","Non Profit Organization","humanimpactsinstitute.org","Brooklyn","1","11211","",""
"http://www.kingsbrook.org/Centers-of-Excellence/Kingsbrook-Rehabilitation-Institute.aspx","Kingsbrook Medical Center","","Health Care/Health System/Hospital","kingsbrook.org","Brooklyn","1","11203","",""
"http://www.lapcbrooklyn.org/#!social-justice--outreach/c1wkm","Lafayette Avenue Presbyterian Church","","Non Profit Organization","lapcbrooklyn.org","Brooklyn","1","11217","",""
"http://liu.brooklyn.libguides.com/MPH610","Library Guides","LIU Brooklyn Library Guides","Blog/Database/Directory/Information/Listings","libguides.com","Brooklyn","3","NA","",""
"https://maydayspace.org/about-us/","Mayday Space","","Non Profit Organization","maydayspace.org","Brooklyn","1","11237","",""
"http://www.nyc-eja.org/?page_id=80","New York City Environmental Justice Alliance","","Non Profit Organization","nyc-eja.org","Brooklyn","1","11232","",""
"https://www.nym.org/For-Patients-and-Visitors/Our-Services/The-Institute-for-Neurosciences/The-Institute-for-Neurosciences-Psychiatry-and-Mental-Health-asp--.aspx","NewYork-Presbyterian Brooklyn Methodist Hospital","","Health Care/Health System/Hospital","nym.org","Brooklyn","1","11215","",""
"http://www.northbrooklyncoalition.org/","North Brooklyn Coalition Against Family Violence","","Non Profit Organization","northbrooklyncoalition.org","Brooklyn","1","11211","",""
"http://www.lutheranhealthcare.org/Main/Home.aspx","NYU Lutheran","","Health Care/Health System/Hospital","lutheranhealthcare.org","Brooklyn","1","11220","Yes",""
"http://www.parkslopecenter.org/","Park Slope Center for Mental Health Inc.","","Health Care/Health System/Hospital","parkslopecenter.org","Brooklyn","1","11215","",""
"http://www.srijb.org/who-we-are/","Science and Resilience Institute","","Non Profit Organization","srijb.org","Brooklyn","1","11210","",""
"http://www.ssrc.org/","Social Science Research Council","","Non Profit Organization","ssrc.org","Brooklyn","1","11201","",""
"http://www.downstate.edu/","SUNY Downstate Medical Center","","Academic Institution","downstate.edu","Brooklyn","1","11203","",""
"http://www.ucceny.org/","United Communtiy Centers","","Non Profit Organization","ucceny.org","Brooklyn","1","11207","",""
"http://www.unitedjewish.org/","United Jewish Organizations of Williamsburg and North Brooklyn","","Non Profit Organization","unitedjewish.org","Brooklyn","1","11249","",""
"http://uprose.org/?page_id=2","UPROSE","","Non Profit Organization","uprose.org","Brooklyn","1","11232","",""
"http://www.ywcabklyn.org/what-we-do/social-justice/","YWCA Brooklyn","","Non Profit Organization","ywcabklyn.org","Brooklyn","1","11217","",""
"http://www2.brooklyn.liu.edu/un/index.html","Long Island University","","Academic Institution","liu.edu","Brooklyn (Primary) and NY State (Secondary)","1","11201","",""
"http://nycommunities.org/join-team","New York Communities for Change","","Non Profit Organization","nycommunities.org","Brooklyn (Primary) and NY State (Secondary)","1","11201","",""
"https://www.pratt.edu/student-life/student-affairs/health-counseling/","Pratt Institute","","Academic Institution","pratt.edu","Brooklyn (Primary) and NY State (Secondary)","1","11205","",""
"http://system.suny.edu/capital-facilities/environmental-health-and-safety/","State University of New York","","Academic Institution","suny.edu","Brooklyn (Primary) and NY State (Secondary)","1","11203","",""
"http://www.cases.org/programs/abh/mact.php","CASES","","Non Profit Organization","cases.org","Brooklyn (Primary) and NYC (Secondary)","1","11201","",""
"http://www.ccbq.org/what-we-do/affiliated-agencies","Catholic Charities Brooklyn and Queens","","Non Profit Organization","ccbq.org","Brooklyn (Primary) and NYC (Secondary)","1","11201","",""
"http://www.chnnyc.org/","Community Healthcare Network","","Health Care/Health System/Hospital","chnnyc.org","Brooklyn (Primary) and NYC (Secondary)","1","10010","Yes",""
"http://www.maketheroadny.org/article.php?ID=769","Make the Road New York","","Non Profit Organization","maketheroadny.org","Brooklyn (Primary) and NYC (Secondary)","1","11373","",""
"http://www.metrosportsmed.com/","Metro SportsMed","","Health Care/Health System/Hospital","metrosportsmed.com","Brooklyn (Primary) and NYC (Secondary)","1","11201","",""
"http://www.nyharbor.va.gov/locations/Staten_Island_Community_Based_Outpatient_Clinic.asp","US Department of Veteran Affairs","VA NY Harbor Health Care System","Health Care/Health System/Hospital","va.gov","Brooklyn (Primary) and NYC (Secondary)","1","10010","",""
"http://www.sageinnovation.co/","Sage Innovation","","Business","sageinnovation.co","Brooklyn (Primary) and Out of State (Secondary)","1","11215","",""
"https://911ea.org/health-conditions-covered/","9/11 Environmental Action WTC Health Outreach Program","","Non Profit Organization","911ea.org","Manhattan","1","10008","",""
"http://www.afrikanspot.com/community-organizations/","Africa and Africans in New York","","Non Profit Organization","afrikanspot.com","Manhattan","3","NA","",""
"https://www.ahrcnyc.org/contact/locations/access-community-health-center-bronx/","AHRC New York City","","Non Profit Organization","ahrcnyc.org","Manhattan","1","10038","Yes",""
"http://www.amnh.org/learn/biodiversity_counts/know_more/w_envirorg.htm","American Museum of Natural History","","Non Profit Organization","amnh.org","Manhattan","1","10024","",""
"https://apicha.org/","Apicha CHC","","Health Care/Health System/Hospital","apicha.org","Manhattan","1","10013","Yes",""
"http://www.arnholdinstitute.org/","Arnhold Institute for Global Health","","Non Profit Organization","arnholdinstitute.org","Manhattan","1","10029","",""
"http://www.amsny.org/sites/default/files/Global%20Health%20Conference%2011-5-12.pdf","Associated Medical Schools of New York","","Non Profit Organization","amsny.org","Manhattan","1","10020","",""
"http://hosted2.ap.org/NYBDE/72176e0b011741669af5e117805060a5/Article_2016-07-21-EU--Romania-Children/id-0ac1e6a7d8e744cb92bcba7e9c8f9a57","Associated Press","","Media/News","ap.org","Manhattan","1","10281","Yes",""
"http://baileyhouse.org/advocacy/","Bailey House","","Non Profit Organization","baileyhouse.org","Manhattan","1","10035","",""
"http://www.betances.org/index-4.html","Betances Health Center","","Health Care/Health System/Hospital","betances.org","Manhattan","1","10002","",""
"http://thebridgeny.org/about/resources","Bridge New York","","Non Profit Organization","thebridgeny.org","Manhattan","1","10027","",""
"http://www.caiglobal.org/","CAI","","Non Profit Organization","caiglobal.org","Manhattan","1","10018","Yes",""
"http://callen-lorde.org/","Callen Lorde Community Health Center","","Health Care/Health System/Hospital","callen-lorde.org","Manhattan","1","10011","",""
"https://www.catchafire.org/organizations/bronx-community-health-network--inc---bchn-_5205/projects","Catchafire","","Business","catchafire.org","Manhattan","1","10016","Yes","Connecting non profits with volunteers"
"http://ccrjustice.org/","Center for Constitutional Rights","","Non Profit Organization","ccrjustice.org","Manhattan","1","10012","Yes",""
"http://www.the-cei.org/","Center for Educational Innovation","","Non Profit Organization","the-cei.org","Manhattan","1","10036","",""
"http://www.philanthropy.org/seminars/documents/cordero-migorgs-jems-final-7-05-out.pdf","Center on Philanthropy and Civil Society","","Academic Institution","philanthropy.org","Manhattan","1","10016 ","",""
"http://www.cbwchc.org/","Charles B. Wang Community Health Center","","Health Care/Health System/Hospital","cbwchc.org","Manhattan","1","10013","",""
"http://www.childrensaidsociety.org/health-counseling/mental-health-services","Children's Aid Society","","Non Profit Organization","childrensaidsociety.org","Manhattan","1","10017","Yes",""
"http://www.chinainstitute.org/","China Institute","","Non Profit Organization","chinainstitute.org","Manhattan","3","NA","",""
"http://www.nyc.gov/html/mancb7/html/community_org/community_org.shtml","City of New York","Community Board 7 Manhattan","Government Agency","nyc.gov","Manhattan","1","10024","",""
"https://sps.cuny.edu/academics/jsmi","City University of New York","School of Professional Studies","Academic Institution","cuny.edu","Manhattan","1","10001","",""
"http://www.bmcc.cuny.edu/academics/programs.jsp","City University of New York","Borough of Manhattan Community College","Academic Institution","cuny.edu","Manhattan","1","10007","",""
"http://www.baruch.cuny.edu/spia/centers-and-institutes/center-for-nonprofit-strategy-and-management/documents/BalboaBermanWelton_INGOsinNYC_040815_001.pdf","City University of New York","Baruch College","Academic Institution","cuny.edu","Manhattan","1","10010","",""
"http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Public-Health-(DPH)","City University of New York","Graduate Center ","Academic Institution","cuny.edu","Manhattan","1","10016","",""
"http://hunter.sph.cuny.edu/sph/hunter-college.html","City University of New York","School of Public Health","Academic Institution","cuny.edu","Manhattan","1","10027","",""
"https://www.ccny.cuny.edu/facilities/ehos","City University of New York","City College of New York","Academic Institution","cuny.edu","Manhattan","1","10031","",""
"https://hunter.listserv.cuny.edu/Scripts/wa-hc.exe?A3=ind1502&L=EPIBIOSALUMNI-L&E=base64&P=454640&B=--_008_D0FF9E268D0Eamirzahuntercunyedu_&T=application%2Fmsword;%20name=%22Job%20description%20-%20Bronx%20Health%20REACH%20-%20THB%20Nut-Phys%20Activity.doc%22&N=Job%20description%20-%20Bronx%20Health%20REACH%20-%20THB%20Nut-Phys%20Activity.doc&attachment=q&XSS=3","City University of New York","Hunter College","Academic Institution","cuny.edu","Manhattan","1","10065","",""
"https://www.clintonfoundation.org/about/internships","Clinton Foundation","","Non Profit Organization","clintonfoundation.org","Manhattan","1","10020","",""
"http://www.coalitionny.org/","Coalition for Behavioral Health","","Non Profit Organization","coalitionny.org","Manhattan","1","10038","",""
"http://ccceh.org/","Columbia Center for Children’s Environmental Health","","Non Profit Organization","ccceh.org","Manhattan","1","10032","",""
"http://columbiapsychiatry.org/about-us","Columbia Univeristy","Department of Psychiatry","Health Care/Health System/Hospital","columbiapsychiatry.org","Manhattan","1","10032","",""
"http://gendersexualityhealth.org/community/index.html","Columbia Univeristy Psychiatry","","Health Care/Health System/Hospital","gendersexualityhealth.org","Manhattan","1","10032","",""
"http://ac4.ei.columbia.edu/opportunities/student-development-opportunities/new-york-based-organizations/","Columbia University","","Academic Institution","columbia.edu","Manhattan","1","10027","",""
"http://www.cphsnyc.org/cphs/What_We_Do/2013_nyc_mayoral_candidate_forum/Important_Public_Health_Issues_word:en-us.pdf","Commission on the Public's Health System","","Non Profit Organization","cphsnyc.org","Manhattan","1","10005","",""
"http://ccmphealthhome.org/our-partners/community-health-action-of-staten-island-chasi","Community Care Management Partners Health Home","","Health Care/Health System/Hospital","ccmphealthhome.org","Manhattan","1","10001","",""
"http://www.communityhealthadvocates.org/","Community Health Advocates","","Non Profit Organization","communityhealthadvocates.org","Manhattan","1","10017","",""
"http://www.chcanys.org/","Community Health Care Association of New York State","","Non Profit Organization","chcanys.org","Manhattan","1","10006","",""
"http://www.chwnetwork.org/","Community Health Worker Network of New York City","","Non Profit Organization","chwnetwork.org","Manhattan","1","10032","",""
"http://www.cssny.org/advocacy-and-research/entry/health-care-initiatives","Community Service Society","","Non Profit Organization","cssny.org","Manhattan","1","10017","",""
"http://www.connectnyc.org/content/community-partners","CONNECT","","Non Profit Organization","connectnyc.org","Manhattan","1","10001","Yes",""
"http://hpr.weill.cornell.edu/","Cornell University","Weill Cornell Medicine","Academic Institution","cornell.edu","Manhattan","1","10065","",""
"http://www.crainsnewyork.com/article/20151029/HEALTH_CARE/151029805/bronx-wins-award-for-making-strides-in-public-health","Crain's New York Business","","Media/News","crainsnewyork.com","Manhattan","3","NA","",""
"http://www.door.org/","Door","","Non Profit Organization","door.org","Manhattan","1","10013","",""
"http://www.eheintl.com/","EHE International","","Non Profit Organization","eheintl.com","Manhattan","1","10020","",""
"http://www.environmentnewyork.org/sites/environment/files/cpn/AMN-030316-B2-1/index3.html","Environment New York","","Non Profit Organization","environmentnewyork.org","Manhattan","1","10018","Yes",""
"http://cuepisummer.org/","Epidemiology and Population Health Summer Institute at Columbia University","","Academic Institution","cuepisummer.org","Manhattan","1","10027","",""
"http://exploringthemetropolis.org/wp-content/uploads/2013/10/Queens-Workspace-Initiative-Report-2014.pdf","Exploring the Metropolis","","Non Profit Organization","exploringthemetropolis.org","Manhattan","1","10016","",""
"http://www.fphny.org/about/success","Fund for Public Health in New York City","","Non Profit Organization","fphny.org","Manhattan","1","10007","",""
"http://www.gbchealth.org/","GBCHealth","","Non Profit Organization","gbchealth.org","Manhattan","1","10001","Yes",""
"http://www.girlsincnyc.org/research.html","Girls Inc. of New York City","","Non Profit Organization","girlsincnyc.org","Manhattan","1","10005","",""
"http://www.ghifoundation.org/","Global Health Institute","","Non Profit Organization","ghifoundation.org","Manhattan","1","NA","",""
"http://www.gnyha.org/","Greater New York Hospital Association","","Non Profit Organization","gnyha.org","Manhattan","1","10019","",""
"http://westharlemcpo.org/category/members-affiliates/community-based-organizations/","Hamilton Heights-West Harlem Community Preservation Organization","","Non Profit Organization","westharlemcpo.org","Manhattan","1","10031","",""
"http://harlemvillageacademies.org/our-neighborhood/","Harlem Village Academies","","Non Profit Organization","harlemvillageacademies.org","Manhattan","1","10027","",""
"http://harmonyprogram.org/about/","Harmony Program","","Non Profit Organization","harmonyprogram.org","Manhattan","1","10019","",""
"http://www.healthequityinitiative.org/hei/about/team/","Health Equity Initiative","","Non Profit Organization","healthequityinitiative.org","Manhattan","1","10001","Yes",""
