"                        StackExchange.snippets.initSnippetRenderer();"
"                    });"
"                    "
""
"                StackExchange.using(""postValidation"""
"                    StackExchange.postValidation.initOnBlurAndSubmit($('#post-form')"
"                });"
""
"                "
"                StackExchange.question.init({showAnswerHelp:true"
""
"                styleCode();"
""
"                    StackExchange.realtime.subscribeToQuestion('1'"
"                                                                    StackExchange.using(""gps"""
""
"            });"
"        </script>"
""
""
"    <script>"
"        StackExchange.init({""locale"":""en"""
"        StackExchange.using.setCacheBreakers({""js/prettify-full.en.js"":""c8fdcebf5ffa"""
"        StackExchange.using(""gps"""
"             StackExchange.gps.init(true);"
"        });"
"    </script>"
"    "
"        <script>"
"            StackExchange.ready(function () {"
"                $('#nav-tour').click(function () {"
"                    StackExchange.using(""gps"""
"                        StackExchange.gps.track(""aboutpage.click"""
"                    });"
"                });"
"            });"
"        </script>"
"</head>"
"<body class=""question-page new-topbar"">"
"    <noscript><div id=""noscript-padding""></div></noscript>"
"            <script>(function () { var old = $.fn.contents; $.fn.contents = function () { try { return old.apply(this"
"        <iframe id=""adzerk-user-match"" width=""0"" height=""0"" frameborder=""0"" scrolling=""no"" onload=""window.AUMIframeDone=true"""
"                src=""https://ssum-sec.casalemedia.com/usermatch?s=183712&amp;cb=https%3A%2F%2Fengine.adzerk.net%2Fudb%2F22%2Fsync%2Fi.gif%3FpartnerId%3D1%26userId%3D"""
"                style=""display: none;"" marginheight=""0"" marginwidth=""0""></iframe>"
""
""
""
""
"    <div id=""notify-container""></div>"
"    <div id=""custom-header""></div>"
""
""
""
""
""
"<div class=""topbar"">"
"    <div class=""topbar-wrapper"">"
""
"        <div class=""js-topbar-dialog-corral"">"
""
""
"    <div class=""topbar-dialog siteSwitcher-dialog dno"">"
"        <div class=""header"">"
"            <h3><a href=""//stackoverflow.com"">current community</a>"
"            </h3>"
"        </div>"
"        <div class=""modal-content current-site-container"">"
"            <ul class=""current-site"">"
"                    <li>"
"                            <div class=""related-links"">"
"                    <a href=""http://chat.stackoverflow.com"" class=""js-gps-track""     data-gps-track=""site_switcher.click({ item_type:6 })"""
">chat</a>"
"            </div>"
""
""
""
""
"    <a href=""//stackoverflow.com"""
"       class=""current-site-link site-link js-gps-track"""
"       data-id=""1"""
"       data-gps-track="""
"        site_switcher.click({ item_type:3 })"">"
"        <div class=""site-icon favicon favicon-stackoverflow"" title=""Stack Overflow""></div>"
"        Stack Overflow"
"    </a>"
""
"                    </li>"
"                    <li class=""related-site"">"
"                            <div class=""L-shaped-icon-container"">"
"        <span class=""L-shaped-icon""></span>"
"    </div>"
""
"                        "
""
""
""
"    <a href=""http://meta.stackoverflow.com"""
"       class=""site-link js-gps-track"""
"       data-id=""552"""
"       data-gps-track="""
"            site.switch({ target_site:552"
"        site_switcher.click({ item_type:4 })"">"
"        <div class=""site-icon favicon favicon-stackoverflowmeta"" title=""Meta Stack Overflow""></div>"
"        Meta Stack Overflow"
"    </a>"
""
"                    </li>"
"            </ul>"
"        </div>"
""
"        <div class=""header"" id=""your-communities-header"">"
"            <h3>"
"your communities            </h3>"
""
"        </div>"
"        <div class=""modal-content"" id=""your-communities-section"">"
""
"                <div class=""call-to-login"">"
"<a href=""https://stackoverflow.com/users/signup?ssrc=site_switcher&amp;returnurl=%2fusers%2fstory%2fcurrent&amp;amp;utm_source=stackoverflow.com&amp;amp;utm_medium=dev-story&amp;amp;utm_campaign=signup-redirect"" class=""login-link js-gps-track""     data-gps-track=""site_switcher.click({ item_type:10 })"""
">Sign up</a> or <a href=""https://stackoverflow.com/users/login?ssrc=site_switcher&amp;returnurl=http%3a%2f%2fstackoverflow.com%2fquestions%2f33738647%2fupdate-session-and-refresh-page-with-ajax-jquery"" class=""login-link js-gps-track""     data-gps-track=""site_switcher.click({ item_type:11 })"""
">log in</a> to customize your list."
"                </div>"
"        </div>"
""
"        <div class=""header"">"
"            <h3><a href=""//stackexchange.com/sites"">more stack exchange communities</a>"
"            </h3>"
"            <a href=""http://stackoverflow.blog"" class=""fr"">company blog</a>"
"        </div>"
"        <div class=""modal-content"">"
"                <div class=""child-content""></div>"
"        </div>        "
"    </div>"
"        </div>"
""
"        <div class=""network-items"">"
"                <a href=""//stackexchange.com"""
"                   class=""topbar-icon icon-site-switcher yes-hover js-site-switcher-button js-gps-track"""
"                   data-gps-track=""site_switcher.show"""
"                   title=""A list of all 163 Stack Exchange sites"">"
"                    <span class=""hidden-text"">Stack Exchange</span>"
"                </a>"
""
"    <a href=""#"""
"       class=""topbar-icon icon-inbox yes-hover js-inbox-button"""
"       title=""Recent inbox messages"">"
"        <span class=""hidden-text"">Inbox</span>"
"        <span class=""unread-count"" style=""display:none""></span>"
"    </a>"
"    <a href=""#"""
"       class=""topbar-icon icon-achievements yes-hover js-achievements-button """
"       data-unread-class="""""
"       title=""Recent achievements: reputation"
"        <span class=""hidden-text"">Reputation and Badges</span>"
"        <span class=""unread-count"" style=""display:none"">"
"            "
"        </span>"
"    </a>"
"        </div>"
""
"        <div class=""topbar-links"">"
""
"                <div class=""links-container"">"
"                <span class=""topbar-menu-links"">"
"                                    <a href=""https://stackoverflow.com/users/signup?ssrc=head&returnurl=%2fusers%2fstory%2fcurrent&amp;utm_source=stackoverflow.com&amp;utm_medium=dev-story&amp;utm_campaign=signup-redirect"" class=""login-link"" rel=""nofollow"">sign up</a>"
"                                <a href=""https://stackoverflow.com/users/login?ssrc=head&returnurl=http%3a%2f%2fstackoverflow.com%2fquestions%2f33738647%2fupdate-session-and-refresh-page-with-ajax-jquery"" class=""login-link"" rel=""nofollow"">log in</a>"
""
"                            <a href=""/tour"">tour</a>"
"        <a href=""#"" class=""icon-help js-help-button"" title=""Help Center and other resources"">"
"            help"
"            <span class=""triangle""></span>"
"        </a>"
"    <div class=""topbar-dialog help-dialog js-help-dialog dno"">"
"        <div class=""modal-content"">"
"            <ul>"
"                                    <li>"
"                        <a href=""/tour"" class=""js-gps-track"" data-gps-track=""help_popup.click({ item_type:1 })"">"
"                            Tour"
"                            <span class=""item-summary"">"
"                                Start here for a quick overview of the site"
"                            </span>"
"                        </a>"
"                    </li>"
"                <li>"
"                    <a href=""/help"" class=""js-gps-track"" data-gps-track=""help_popup.click({ item_type:4 })"">"
"                        Help Center"
"                        <span class=""item-summary"">"
"                            Detailed answers to any questions you might have"
"                        </span>"
"                    </a>"
"                </li>"
"                        <li>"
"                            <a href=""//meta.stackoverflow.com"" class=""js-gps-track"" data-gps-track=""help_popup.click({ item_type:2 })"">"
"                                Meta"
"                                <span class=""item-summary"">"
"                                    Discuss the workings and policies of this site"
"                                </span>"
"                            </a>"
"                        </li>"
"                        <li>"
"                            <a href=""http://stackoverflow.com/company/about"" class=""js-gps-track"" data-gps-track=""help_popup.click({ item_type:6 })"">"
"                                About Us"
"                                <span class=""item-summary"">"
"                                    Learn more about Stack Overflow the company"
"                                </span>"
"                            </a>"
"                        </li>"
"                        <li>"
"                            <a href=""https://www.stackoverflowbusiness.com/?ref=topbar_help"" class=""js-gps-track"" data-gps-track=""help_popup.click({ item_type:7 })"">"
"                                Business"
"                                <span class=""item-summary"">"
"                                    Learn more about hiring developers or posting ads with us"
"                                </span>"
"                            </a>"
"                        </li>"
"            </ul>"
"        </div>"
"    </div>"
"                                            </span>"
"                </div>"
""
"            <div class=""search-container"">"
"                <form id=""search"" action=""/search"" method=""get"" autocomplete=""off"">"
"                        <input name=""q"" type=""text"" placeholder=""Search Q&amp;A"" value="""" tabindex=""1"" autocomplete=""off"" maxlength=""240"" />"
"                </form>"
"            </div>"
""
"        </div>"
"    </div>"
"</div>"
"    <script>"
"        StackExchange.ready(function() { StackExchange.topbar.init(); });"
"    </script>"
""
"    <div class=""container"">"
"        <div id=""header"">"
"            <br class=""cbt"">"
"            <div id=""hlogo"">"
"                <a href=""/"" >"
"                    Stack Overflow"
"                </a>"
"            </div>"
"            <div id=""hmenus"">"
"                <div class=""nav mainnavs"">"
"                    <ul>"
"                            <li class=""youarehere"">"
"        <a id=""nav-questions"""
"           href=""/questions"""
"           class=""js-gps-track"" "
"           data-gps-track=""top_nav.click({is_current:true"
"        Questions"
"        </a>"
"    </li>"
""
"    <li>"
"        <a id=""nav-jobs"""
"           href=""/jobs?med=site-ui&amp;ref=jobs-tab"""
"           class=""js-gps-track"" "
"           data-gps-track=""top_nav.click({is_current:false"
"        Jobs"
"        </a>"
"    </li>"
"                            <li>"
"        <a id=""nav-docs"""
"           href=""/documentation"""
"           class=""js-gps-track"" "
"           data-gps-track=""top_nav.click({is_current:false"
"        Documentation"
"        </a>"
"    </li>"
"                            <li>"
"        <a id=""nav-tags"""
"           href=""/tags"""
"           class=""js-gps-track"" "
"           data-gps-track=""top_nav.click({is_current:false"
"        Tags"
"        </a>"
"    </li>"
""
"                            <li>"
"        <a id=""nav-users"""
"           href=""/users"""
"           class=""js-gps-track"" "
"           data-gps-track=""top_nav.click({is_current:false"
"        Users"
"        </a>"
"    </li>"
""
"                            <li>"
"        <a id=""nav-badges"""
"           href=""/help/badges"""
"           class=""js-gps-track"" "
"           data-gps-track=""top_nav.click({is_current:false"
"        Badges"
"        </a>"
"    </li>"
""
"                    </ul>"
"                </div>"
"                <div class=""nav askquestion"">"
"                    <ul>"
"                        <li>"
"                            <a id=""nav-askquestion""  href=""/questions/ask"">Ask Question</a>"
"                        </li>"
"                    </ul>"
"                </div>"
"            </div>"
"        </div>"
"        "
""
""
""
"        <div id=""content"" class=""snippet-hidden"">"
"            "
""
"<div itemscope itemtype=""http://schema.org/Question"">"
"    <link itemprop=""image"" href=""https://cdn.sstatic.net/Sites/stackoverflow/img/apple-touch-icon.png?v=c78bd457575a"">"
""
""
"    <div id=""herobox"" class=""alternate"">"
"        <div class=""test""></div>"
"            <div id=""close"">"
"                <a title=""click to minimize""><span>x</span> Dismiss</a>"
"            </div>"
"        <div class=""content"">"
"            <b>Join the Stack Overflow Community</b>"
"            <div class=""separator""></div>"
"            <div class=""blurb"">"
"                Stack Overflow is a community of 6.6 million programmers"
"                    <br />"
"Join them; it only takes a minute:                    <br />"
"            </div>"
"            <a href=""/users/signup?ssrc=hero&amp;returnurl=http%3a%2f%2fstackoverflow.com%2fquestions%2f33738647%2fupdate-session-and-refresh-page-with-ajax-jquery"" id=""tell-me-more"" class=""button"">Sign up</a>"
"        </div>"
"    </div>"
"<script>"
"    StackExchange.ready(function () {"
""
"        var location = 0;"
"        if ($(""body"").hasClass(""questions-page"")) {"
"            location = 1;;"
"        } else if ($(""body"").hasClass(""question-page"")) {"
"            location = 1;;"
"        } else if ($(""body"").hasClass(""faq-page"")) {"
"            location = 5;;"
"        } else if ($(""body"").hasClass(""home-page"")) {"
"            location = 3;;"
"        }"
""
"        $('#tell-me-more').click(function () {"
"            StackExchange.using(""gps"""
"                StackExchange.gps.track(""hero.action"""
"            });"
"        });"
"        $('#herobox #close').click(function () {"
"            StackExchange.using(""gps"""
"                StackExchange.gps.track(""hero.action"""
"            });"
"            $.cookie(""hero"""
"            $.ajax({"
"                url: ""/hero-mini"""
"                success: function (data) {"
"                    $(""#herobox"").fadeOut(""fast"""
"                        $(""#herobox"").replaceWith(data);"
"                        $(""#herobox-mini"").fadeIn(""fast"");"
"                    });"
"                }"
"            });"
"            return false;"
"        });"
"    });"
""
"</script>			<div id=""question-header"">"
"                <h1 itemprop=""name""><a href=""/questions/33738647/update-session-and-refresh-page-with-ajax-jquery"" class=""question-hyperlink"">update session and refresh page with ajax/jquery</a></h1>"
"		</div>"
"			<div id=""mainbar"">"
""
"			"
""
"<div class=""question"" data-questionid=""33738647""  id=""question"">"
""
"    <script>"
"                var ados = ados || {}; ados.run = ados.run || [];"
"                ados.run.push(function () { ados_add_placement(22"
"            </script>"
"            <div class=""everyonelovesstackoverflow"" id=""adzerk1555645580""></div>    <table>"
"        <tr>"
"            <td class=""votecell"">"
"                "
""
"<div class=""vote"">"
"        <input type=""hidden"" name=""_id_"" value=""33738647"">"
"        <a class=""vote-up-off"" title=""This question shows research effort; it is useful and clear"">up vote</a>"
"        <span itemprop=""upvoteCount"" class=""vote-count-post "">0</span>"
"        <a class=""vote-down-off"" title=""This question does not show any research effort; it is unclear or not useful"">down vote</a>"
""
"        <a class=""star-off"" href=""#"">favorite</a>"
"        <div class=""favoritecount""><b></b></div>"
""
""
"</div>"
""
"            </td>"
"            "
"<td class=""postcell"">"
"<div>"
"    <div class=""post-text"" itemprop=""text"">"
""
"<p>I need help with a script that according to 2 parameters updated me a <code>$ _SESSION</code> variable and then refresh the page.  One of these parameters comes from a select and the other according to a select class <code>""active""</code>.</p>

<p>Here's my code:</p>

<pre><code>&lt;div class=""simple-drop-down""&gt;
&lt;select id=""select-order""&gt;
    &lt;option&gt;Price&lt;/option&gt;
    &lt;option&gt;Category&lt;/option&gt;
    &lt;option&gt;A - Z&lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p></p>



<p>And my jquery function like this:</p>

<pre><code>function order_visual() {

var type_order = $('#loader-wrapper').val();
var arrow_order = $( ""#select-arrow"" ).hasClass( ""active"" );

$.ajax({
    url: ""visual.php?order=""+type_order=""&amp;""+arrow_order"
"    <div class=""post-taglist"">"
"        <a href=""/questions/tagged/javascript"" class=""post-tag"" title=""show questions tagged &#39;javascript&#39;"" rel=""tag"">javascript</a> <a href=""/questions/tagged/php"" class=""post-tag"" title=""show questions tagged &#39;php&#39;"" rel=""tag"">php</a> <a href=""/questions/tagged/jquery"" class=""post-tag"" title=""show questions tagged &#39;jquery&#39;"" rel=""tag"">jquery</a> <a href=""/questions/tagged/ajax"" class=""post-tag"" title=""show questions tagged &#39;ajax&#39;"" rel=""tag"">ajax</a> <a href=""/questions/tagged/session"" class=""post-tag"" title=""show questions tagged &#39;session&#39;"" rel=""tag"">session</a> "
"    </div>"
"    <table class=""fw"">"
"    <tr>"
"    <td class=""vt"">"
"<div class=""post-menu""><a href=""/q/33738647"" title=""short permalink to this question"" class=""short-link"" id=""link-post-33738647"">share</a><span class=""lsep"">|</span><a href=""/posts/33738647/edit"" class=""suggest-edit-post"" title="""">improve this question</a></div>        "
"    </td>"
"    <td align=""right"" class=""post-signature"">"
"<div class=""user-info "">"
"    <div class=""user-action-time"">"
"        <a href=""/posts/33738647/revisions"" title=""show all edits to this post"">edited <span title=""2015-11-16 15:54:08Z"" class=""relativetime"">Nov 16 '15 at 15:54</span></a>"
"    </div>"
"    <div class=""user-gravatar32"">"
"        <a href=""/users/3772517/fizix00""><div class=""gravatar-wrapper-32""><img src=""https://www.gravatar.com/avatar/50abc735657d6e563f2a04219ba60725?s=32&amp;d=identicon&amp;r=PG&amp;f=1"" alt="""" width=""32"" height=""32""></div></a>"
"    </div>"
"    <div class=""user-details"">"
"        <a href=""/users/3772517/fizix00"">fizix00</a>"
"        <div class=""-flair"">"
"            <span class=""reputation-score"" title=""reputation score "" dir=""ltr"">64</span><span title=""15 bronze badges""><span class=""badge3""></span><span class=""badgecount"">15</span></span>"
"        </div>"
"    </div>"
"</div>    </td>"
"    <td class=""post-signature owner"">"
"        <div class=""user-info "">"
"    <div class=""user-action-time"">"
"        asked <span title=""2015-11-16 15:15:40Z"" class=""relativetime"">Nov 16 '15 at 15:15</span>"
"    </div>"
"    <div class=""user-gravatar32"">"
"        <a href=""/users/3511346/davyt""><div class=""gravatar-wrapper-32""><img src=""https://graph.facebook.com/100003278379782/picture?type=large"" alt="""" width=""32"" height=""32""></div></a>"
"    </div>"
"    <div class=""user-details"">"
"        <a href=""/users/3511346/davyt"">Davyt</a>"
"        <div class=""-flair"">"
"            <span class=""reputation-score"" title=""reputation score "" dir=""ltr"">30</span><span title=""5 bronze badges""><span class=""badge3""></span><span class=""badgecount"">5</span></span>"
"        </div>"
"    </div>"
"</div>"
"    </td>"
"    </tr>"
"    </table>"
"</div>"
"</td>"
"        </tr>"
"                    "
"<tr>"
"    <td class=""votecell""></td>"
"    <td>"
"	    <div id=""comments-33738647"" class=""comments "">"
"		    <table>"
"                <tbody data-remaining-comments-count=""0"""
"                       data-canpost=""false"""
"                       data-cansee=""true"""
"                       data-comments-unavailable=""false"""
"                       data-addlink-disabled=""true"">"
""
""
""
"    <tr id=""comment-55245684"" class=""comment "">"
"        <td>"
"            <table>"
"                <tbody>"
"                    <tr>"
"                        <td class="" comment-score"">"
"                                &nbsp;&nbsp;"
"                        </td>"
"                        <td>"
"                                &nbsp;"
"                        </td>"
"                    </tr>"
"                </tbody>"
"            </table>"
"        </td>"
"        <td class=""comment-text"">"
"            <div style=""display: block;"" class=""comment-body"">"
"                <span class=""comment-copy"">Why are you sending a POST request if you are sending your data as a query string in the URI ? Do you mean to send a GET request?</span>"
"                    &ndash;&nbsp;<a href=""/users/2649661/codegodie"""
"                       title=""8"
"                       class=""comment-user"">CodeGodie</a>"
"                <span class=""comment-date"" dir=""ltr""><span title=""2015-11-16 15:18:05Z"" class=""relativetime-clean"">Nov 16 '15 at 15:18</span></span>"
"                                                                            </div>"
"                    </td>"
"    </tr>"
"    <tr id=""comment-55245754"" class=""comment "">"
"        <td>"
"            <table>"
"                <tbody>"
"                    <tr>"
"                        <td class="" comment-score"">"
"                                &nbsp;&nbsp;"
"                        </td>"
"                        <td>"
"                                &nbsp;"
"                        </td>"
"                    </tr>"
"                </tbody>"
"            </table>"
"        </td>"
"        <td class=""comment-text"">"
"            <div style=""display: block;"" class=""comment-body"">"
"                <span class=""comment-copy"">I believe he is using post because he then expects to refresh the page"
"                    &ndash;&nbsp;<a href=""/users/2545169/sean-a91"""
"                       title=""177 reputation"""
"                       class=""comment-user"">Sean_A91</a>"
"                <span class=""comment-date"" dir=""ltr""><span title=""2015-11-16 15:19:55Z"" class=""relativetime-clean"">Nov 16 '15 at 15:19</span></span>"
"                                                                            </div>"
"                    </td>"
"    </tr>"
"    <tr id=""comment-55245763"" class=""comment "">"
"        <td>"
"            <table>"
"                <tbody>"
"                    <tr>"
"                        <td class="" comment-score"">"
"                                &nbsp;&nbsp;"
"                        </td>"
"                        <td>"
"                                &nbsp;"
"                        </td>"
"                    </tr>"
"                </tbody>"
"            </table>"
"        </td>"
"        <td class=""comment-text"">"
"            <div style=""display: block;"" class=""comment-body"">"
"                <span class=""comment-copy"">Can you tell us what is not working with this code? I also see another alternative"
"                    &ndash;&nbsp;<a href=""/users/2545169/sean-a91"""
"                       title=""177 reputation"""
"                       class=""comment-user"">Sean_A91</a>"
"                <span class=""comment-date"" dir=""ltr""><span title=""2015-11-16 15:20:13Z"" class=""relativetime-clean"">Nov 16 '15 at 15:20</span></span>"
"                        <span class=""edited-yes"" title=""this comment was edited 1 time""></span>"
"                                                                            </div>"
"                    </td>"
"    </tr>"
"    <tr id=""comment-55245784"" class=""comment "">"
"        <td>"
"            <table>"
"                <tbody>"
"                    <tr>"
"                        <td class="" comment-score"">"
"                                &nbsp;&nbsp;"
"                        </td>"
"                        <td>"
"                                &nbsp;"
"                        </td>"
"                    </tr>"
"                </tbody>"
"            </table>"
"        </td>"
"        <td class=""comment-text"">"
"            <div style=""display: block;"" class=""comment-body"">"
"                <span class=""comment-copy"">how does the HTML you are showing pertain to the JS code? In your JS"
"                    &ndash;&nbsp;<a href=""/users/2649661/codegodie"""
"                       title=""8"
"                       class=""comment-user"">CodeGodie</a>"
"                <span class=""comment-date"" dir=""ltr""><span title=""2015-11-16 15:20:44Z"" class=""relativetime-clean"">Nov 16 '15 at 15:20</span></span>"
"                                                                            </div>"
"                    </td>"
"    </tr>"
"    <tr id=""comment-55245903"" class=""comment "">"
"        <td>"
"            <table>"
"                <tbody>"
"                    <tr>"
"                        <td class="" comment-score"">"
"                                &nbsp;&nbsp;"
"                        </td>"
"                        <td>"
"                                &nbsp;"
"                        </td>"
"                    </tr>"
"                </tbody>"
"            </table>"
"        </td>"
"        <td class=""comment-text"">"
"            <div style=""display: block;"" class=""comment-body"">"
"                <span class=""comment-copy"">@Sean_A91 regardless if he is using the retrieved data to refresh or not"
"                    &ndash;&nbsp;<a href=""/users/2649661/codegodie"""
"                       title=""8"
"                       class=""comment-user"">CodeGodie</a>"
"                <span class=""comment-date"" dir=""ltr""><span title=""2015-11-16 15:23:46Z"" class=""relativetime-clean"">Nov 16 '15 at 15:23</span></span>"
"                                                                            </div>"
"                    </td>"
"    </tr>"
"                </tbody>"
"		    </table>"
"	    </div>"
""
"        <div id=""comments-link-33738647"" data-rep=50 data-anon=true>"
""
"                <a class=""js-add-link comments-link disabled-link """
"                   title=""Use comments to ask for more information or suggest improvements. Avoid answering questions in comments."""
"                   >add a comment</a><span class=""js-link-separator dno"">&nbsp;|&nbsp;</span>"
"            <a class=""js-show-link comments-link dno"" title=""expand to show all comments on this post"" href=# onclick=""""></a>"
"        </div>         "
"    </td>"
"</tr>        </table>"
"</div>"
""
"			<div id=""answers"" class=""no-answers"">"
""
"				<a name=""tab-top""></a>"
"				<div id=""answers-header"">"
"					<div class=""subheader answers-subheader"">"
"						<h2>"
"						</h2>"
"						<div style=""display:none;"">"
"							<div id=""tabs"">"
"        <a href=""/questions/33738647/update-session-and-refresh-page-with-ajax-jquery?answertab=active#tab-top"" data-nav-xhref="""" title=""Answers with the latest activity first"" data-value=""active"" data-shortcut=""A"">"
"            active</a>"
"        <a href=""/questions/33738647/update-session-and-refresh-page-with-ajax-jquery?answertab=oldest#tab-top"" data-nav-xhref="""" title=""Answers in the order they were provided"" data-value=""oldest"" data-shortcut=""O"">"
"            oldest</a>"
"        <a class=""youarehere"" href=""/questions/33738647/update-session-and-refresh-page-with-ajax-jquery?answertab=votes#tab-top"" data-nav-xhref="""" title=""Answers with the highest score first"" data-value=""votes"" data-shortcut=""V"">"
"            votes</a>"
"</div>"
"						</div>"
"					</div>    "
"				</div>    "
""
""
""
"											<h2 class=""bottom-notice bottom-share-links"" style=""padding-top: 8px; margin-bottom: -8px;"">"
"                                Know someone who can answer? Share a link to this <a href=""/q/33738647"">question</a> via <a href=""mailto:?subject=Stack%20Overflow%20Question&amp;body=update%20session%20and%20refresh%20page%20with%20ajax%2fjquery%0Ahttp%3a%2f%2fstackoverflow.com%2fq%2f33738647%3fsem%3d2"">email</a>"
"					<a name='new-answer'></a>"
"						<form id=""post-form"" action=""/questions/33738647/answer/submit"" method=""post""  class=""post-form"">"
"						    <input type=""hidden"" id=""post-id"" value=""33738647"" />"
"                            <input type=""hidden"" id=""qualityBanWarningShown"" name=""qualityBanWarningShown"" value=""false"" />"
"                            <input type=""hidden"" name=""referrer"" value=""""/>"
"							<h2 class=""space"">Your Answer</h2>"
""
""
"            <script>"
"            StackExchange.ifUsing(""editor"""
"                StackExchange.using(""externalEditor"""
"                    StackExchange.using(""snippets"""
"                        StackExchange.snippets.init();"
"                    });"
"                });"
"            }"
"        </script>"
"    "
""
"<script>"
"    StackExchange.ready(function() {"
"        initTagRenderer("""".split("" "")"
"       "
"        StackExchange.using(""externalEditor"""
"                // Have to fire editor after snippets"
"                if (StackExchange.settings.snippets.snippetsEnabled) {"
"                    StackExchange.using(""snippets"""
"                        createEditor();"
"                    });"
"                }"
"                else {"
"                    createEditor();"
"                }"
"            });"
""
"            function createEditor() {"
"                prepareEditor({"
"                    heartbeatType: 'answer'"
"                convertImagesToLinks: true"
"                reputationToPostImages: 10"
"                bindNavPrevention: true"
"                postfix: """""
"                    onDemand: true"
"                    discardSelector: "".discard-answer"""
"                    "
"                    });"
"                "
""
"        }"
"    });  "
"</script>"
""
""
"<div id=""post-editor"" class=""post-editor js-post-editor"">"
""
"    <div style=""position: relative;"">     "
"        <div class=""wmd-container"">"
"            <div id=""wmd-button-bar"" class=""wmd-button-bar""></div>"
"            <textarea id=""wmd-input"" class=""wmd-input"" name=""post-text"" cols=""92"" rows=""15"" tabindex=""101"" data-min-length=""""></textarea>"
"        </div>"
"    </div>"
""
"    <div class=""fl"" style=""margin-top: 8px; height:24px;"">&nbsp;</div>"
"    <div id=""draft-saved"" class=""draft-saved community-option fl"" style=""margin-top: 8px; height:24px; display:none;"">draft saved</div>"
""
"    <div id=""draft-discarded"" class=""draft-discarded community-option fl"" style=""margin-top: 8px; height:24px; display:none;"">draft discarded</div>"
""
""
""
"    <div id=""wmd-preview"" class=""wmd-preview""></div>"
"    <div></div>"
"    <div class=""edit-block"">"
"        <input id=""fkey"" name=""fkey"" type=""hidden"" value=""4477bcae61f850b25f2806d7d46d5f82"">"
"        <input id=""author"" name=""author"" type=""text"">"
"    </div>"
""
""
""
"</div>"
"							<div style=""position: relative;"">"
"								"
"								            <div class=""form-item dno new-post-login"">"
"        "
"                <div class=""new-login-form"">"
"                    <div class=""new-login-left"">"
"                        <h3>Sign up or <a id=""login-link"" href=""/users/login?ssrc=question_page&returnurl=http%3a%2f%2fstackoverflow.com%2fquestions%2f33738647%2fupdate-session-and-refresh-page-with-ajax-jquery%23new-answer"">log in</a></h3>"
"                        <script>"
